epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,605.476,1.56488,2.14693,0.92941,1.03377,0.781,0.73897,0.74069,0.3617,0.76583,0.66293,0.68073,0.27165,1.75651,2.59723,1.105,1.12533,0.0009605,0.0009605,0.0009605
107,611.055,1.56085,2.2033,0.94911,1.03115,0.85965,0.74775,0.78862,0.35132,0.8472,0.7243,0.75845,0.30574,1.82647,2.54227,1.06736,1.15447,0.0009506,0.0009506,0.0009506
108,616.664,1.56546,2.13408,0.94485,1.03526,0.82573,0.68919,0.75401,0.37201,0.76637,0.63964,0.66959,0.25203,1.70245,2.64341,1.10313,1.1208,0.0009407,0.0009407,0.0009407
109,622.365,1.53779,2.10993,0.93711,1.02047,0.8214,0.73874,0.75993,0.36007,0.77239,0.73374,0.71984,0.29951,1.76106,2.54947,1.09432,1.12989,0.0009308,0.0009308,0.0009308
110,627.941,1.5336,2.13914,0.92692,1.02648,0.80285,0.77027,0.7664,0.36119,0.74837,0.72344,0.68431,0.26884,1.76323,2.60304,1.11397,1.12465,0.0009209,0.0009209,0.0009209
111,633.548,1.51603,2.12054,0.91857,1.00992,0.82931,0.77027,0.7716,0.36325,0.79967,0.74324,0.73533,0.29164,1.77224,2.59349,1.07486,1.13132,0.000911,0.000911,0.000911
112,639.155,1.56971,2.15741,0.96564,1.02696,0.82255,0.76577,0.78623,0.37383,0.77256,0.70385,0.67393,0.27678,1.76296,2.55185,1.0776,1.14443,0.0009011,0.0009011,0.0009011
113,644.634,1.52602,2.08955,0.90813,1.00664,0.84457,0.72072,0.77136,0.37787,0.77723,0.66008,0.68502,0.28137,1.69175,2.54064,1.06528,1.10852,0.0008912,0.0008912,0.0008912
114,650.118,1.53055,2.11682,0.93221,1.02402,0.82255,0.70721,0.77056,0.37545,0.7462,0.63063,0.63257,0.25252,1.74329,2.61813,1.08485,1.1263,0.0008813,0.0008813,0.0008813
115,655.633,1.53262,2.09769,0.9128,1.00534,0.80863,0.77027,0.77718,0.36874,0.78318,0.74847,0.73695,0.30403,1.79177,2.56276,1.07822,1.1318,0.0008714,0.0008714,0.0008714
116,661.143,1.50899,2.12994,0.9168,1.01643,0.82535,0.76635,0.76996,0.37596,0.77694,0.73423,0.7439,0.28904,1.75798,2.54324,1.06654,1.11204,0.0008615,0.0008615,0.0008615
117,666.821,1.48253,2.09343,0.89879,1.00788,0.82633,0.75676,0.74945,0.36419,0.77557,0.71171,0.68394,0.26944,1.72833,2.55362,1.08528,1.10526,0.0008516,0.0008516,0.0008516
118,672.422,1.53711,2.10272,0.92005,1.01206,0.82258,0.77928,0.76872,0.35462,0.76992,0.6982,0.69809,0.27587,1.78586,2.53929,1.10225,1.12955,0.0008417,0.0008417,0.0008417
119,678.009,1.52486,2.12081,0.91877,1.00896,0.84369,0.73874,0.75464,0.36028,0.83102,0.70888,0.73591,0.3049,1.75415,2.57709,1.05506,1.11509,0.0008318,0.0008318,0.0008318
120,683.641,1.52342,2.08506,0.91178,1.01916,0.81861,0.75225,0.74611,0.3392,0.79139,0.70721,0.72285,0.28663,1.82941,2.65035,1.05977,1.14059,0.0008219,0.0008219,0.0008219
121,689.168,1.5263,2.08105,0.91356,1.01348,0.82954,0.75676,0.7735,0.35089,0.79687,0.72453,0.73823,0.30234,1.8015,2.61179,1.07461,1.14212,0.000812,0.000812,0.000812
122,694.66,1.52336,2.07757,0.89979,1.01025,0.82925,0.73874,0.77536,0.38084,0.76755,0.68018,0.68704,0.28423,1.75403,2.56535,1.06349,1.12894,0.0008021,0.0008021,0.0008021
123,700.257,1.50133,2.0472,0.90022,0.99755,0.836,0.71184,0.75377,0.3645,0.7892,0.63514,0.69379,0.27361,1.76047,2.60057,1.10522,1.11493,0.0007922,0.0007922,0.0007922
124,706.453,1.49063,2.09165,0.90176,0.99727,0.8263,0.74998,0.76317,0.3863,0.75385,0.67597,0.70267,0.28994,1.74303,2.59138,1.07848,1.12224,0.0007823,0.0007823,0.0007823
125,712.047,1.51482,2.03989,0.87345,0.99822,0.86011,0.75676,0.78327,0.35756,0.81988,0.71763,0.73173,0.27485,1.85177,2.68027,1.06684,1.15695,0.0007724,0.0007724,0.0007724
126,717.963,1.49928,2.05887,0.88872,1.00202,0.87136,0.76277,0.80289,0.36828,0.81998,0.71811,0.7432,0.31809,1.8275,2.60078,1.03208,1.1394,0.0007625,0.0007625,0.0007625
127,723.366,1.51158,2.07828,0.88766,1.00568,0.85047,0.77027,0.76842,0.36163,0.77985,0.70208,0.70333,0.27049,1.76243,2.64108,1.08675,1.11853,0.0007526,0.0007526,0.0007526
128,729.026,1.46798,2.04063,0.87518,1.00037,0.82966,0.74775,0.76018,0.3493,0.84404,0.72072,0.7607,0.30693,1.84301,2.66356,1.05822,1.1476,0.0007427,0.0007427,0.0007427
129,734.577,1.45523,2.00942,0.86338,0.99311,0.8185,0.72523,0.75602,0.36538,0.75731,0.64414,0.66649,0.25987,1.77351,2.7126,1.05906,1.12989,0.0007328,0.0007328,0.0007328
